Geography Type,Geography,Group Name,Group Category,Indicator Name,Indicator Category,Time Period,Time Type,Estimate (%),95% CI (%),Sample Size,Suppression Flag
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 1 – August 28,Monthly,14.1,10.6 - 18.5,586,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,April 22 – May 29,Monthly,15.2,11.5 - 19.7,688,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,March 27 – April 30 ,Monthly,3.8,2.0 - 5.7,661,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,November 28 – December 31,Monthly,4.2,1.7 - 6.7,341,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 30 – February 26,Monthly,5,3.1 - 6.9,797,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,February 27 – March 26 ,Monthly,5.1,3.4 - 6.8,1264,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,October 31 – November 27,Monthly,5.3,2.5 - 8.1,370,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 2 – January 29,Monthly,6.5,4.5 - 8.5,897,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,September 26 – October 30,Monthly,9,7.3 - 10.7,1613,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,May 30 – June 26,Monthly,9,5.7 - 14.0,368,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),April 22 – May 29,Monthly,46.6,41.6 - 51.8,688,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),May 30 – June 26,Monthly,49.4,42.8 - 56.1,368,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),June 27 – July 31,Monthly,50.9,45.3 - 56.5,461,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 1 – August 28,Monthly,54.3,49.3 - 59.1,586,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 29 – September 25,Monthly,58.1,54.0 - 62.1,850,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),September 26 – October 30,Monthly,61.1,58.4 - 63.9,1613,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),November 28 – December 31,Monthly,64.2,57.2 - 71.2,341,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),October 31 – November 27,Monthly,64.5,58.7 - 70.4,370,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 2 – January 29,Monthly,67.4,63.7 - 71.1,897,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 30 – February 26,Monthly,68.4,64.5 - 72.3,797,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),February 27 – March 26 ,Monthly,68.9,65.8 - 72.0,1264,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),March 27 – April 30 ,Monthly,69.1,65.0 - 73.3,661,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,February 27 – March 26 ,Monthly,0.4,0.1 - 0.8,1264,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,March 27 – April 30 ,Monthly,1.1,0.1 - 2.0,661,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 30 – February 26,Monthly,1.4,0.3 - 2.4,797,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 2 – January 29,Monthly,1.9,0.7 - 3.1,897,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,September 26 – October 30,Monthly,2,1.1 - 2.9,1613,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 29 – September 25,Monthly,2.1,1.1 - 3.9,850,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,October 31 – November 27,Monthly,2.6,0.2 - 4.9,370,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,June 27 – July 31,Monthly,2.7,1.2 - 5.8,461,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,November 28 – December 31,Monthly,3.3,1.0 - 5.7,341,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 1 – August 28,Monthly,3.9,2.2 - 6.9,586,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,May 30 – June 26,Monthly,5.4,2.9 - 10.0,368,0
Jurisdictional Estimates,Wyoming,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,April 22 – May 29,Monthly,6.3,4.0 - 9.7,688,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 2 – January 29,Monthly,10.9,8.7 - 13.2,1428,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 30 – February 26,Monthly,12.9,10.0 - 15.7,1007,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,March 27 – April 30 ,Monthly,13.2,10.7 - 15.8,1233,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,February 27 – March 26 ,Monthly,14.4,11.8 - 17.0,1459,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,November 28 – December 31,Monthly,15.9,13.4 - 18.5,1555,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 29 – September 25,Monthly,16.6,13.9 - 19.8,1185,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,16.7,13.5 - 20.5,983,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,October 31 – November 27,Monthly,16.8,13.1 - 20.4,760,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,September 26 – October 30,Monthly,17.1,14.6 - 19.6,1570,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,17.2,14.1 - 20.8,971,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,April 22 – May 29,Monthly,19.8,17.0 - 23.0,1337,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,21,17.7 - 24.7,1118,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 29 – September 25,Monthly,10.4,8.1 - 13.2,1185,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,June 27 – July 31,Monthly,12,9.5 - 15.1,1118,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 1 – August 28,Monthly,13.4,10.5 - 16.8,971,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,April 22 – May 29,Monthly,15.7,13.2 - 18.7,1337,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,May 30 – June 26,Monthly,17.2,13.8 - 21.2,983,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,March 27 – April 30 ,Monthly,3.1,1.7 - 4.5,1233,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,February 27 – March 26 ,Monthly,3.7,2.2 - 5.1,1459,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 30 – February 26,Monthly,5.5,3.5 - 7.5,1007,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,October 31 – November 27,Monthly,6.4,4.0 - 8.8,760,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,November 28 – December 31,Monthly,6.6,4.8 - 8.5,1555,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 2 – January 29,Monthly,7.3,5.3 - 9.3,1428,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,September 26 – October 30,Monthly,7.9,6.0 - 9.8,1570,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),April 22 – May 29,Monthly,57.4,53.9 - 60.8,1337,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),May 30 – June 26,Monthly,60.9,56.5 - 65.0,983,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),June 27 – July 31,Monthly,63.4,59.4 - 67.2,1118,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 1 – August 28,Monthly,66.5,62.3 - 70.4,971,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 29 – September 25,Monthly,70.1,66.5 - 73.5,1185,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),September 26 – October 30,Monthly,72.4,69.5 - 75.4,1570,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),November 28 – December 31,Monthly,74.6,71.7 - 77.6,1555,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),October 31 – November 27,Monthly,74.7,70.5 - 78.8,760,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 2 – January 29,Monthly,79.6,76.8 - 82.5,1428,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 30 – February 26,Monthly,81.1,77.8 - 84.5,1007,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),February 27 – March 26 ,Monthly,81.8,78.9 - 84.6,1459,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),March 27 – April 30 ,Monthly,82.4,79.5 - 85.3,1233,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,February 27 – March 26 ,Monthly,0.2,0.0 - 0.5,1459,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 30 – February 26,Monthly,0.5,0.0 - 1.0,1007,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,March 27 – April 30 ,Monthly,1.3,0.3 - 2.3,1233,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 2 – January 29,Monthly,2.1,1.1 - 3.2,1428,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,October 31 – November 27,Monthly,2.1,0.7 - 3.5,760,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,September 26 – October 30,Monthly,2.6,1.5 - 3.7,1570,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,November 28 – December 31,Monthly,2.8,1.6 - 4.0,1555,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 29 – September 25,Monthly,2.8,1.8 - 4.5,1185,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 1 – August 28,Monthly,3,1.8 - 5.1,971,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,June 27 – July 31,Monthly,3.6,2.3 - 5.7,1118,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,May 30 – June 26,Monthly,5.2,3.5 - 7.7,983,0
Jurisdictional Estimates,Arizona,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,April 22 – May 29,Monthly,7.1,5.3 - 9.3,1337,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 30 – February 26,Monthly,0.4,0.0 - 0.8,1047,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,February 27 – March 26 ,Monthly,0.7,0.3 - 1.1,1157,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,March 27 – April 30 ,Monthly,0.7,0.3 - 1.2,1113,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 2 – January 29,Monthly,0.8,0.0 - 1.5,1074,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,10.4,8.4 - 12.8,1804,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,11,8.1 - 14.7,860,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,April 22 – May 29,Monthly,11.6,8.5 - 15.6,722,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,November 28 – December 31,Monthly,5.5,3.2 - 7.7,1110,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,October 31 – November 27,Monthly,6,4.2 - 7.9,1219,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,September 26 – October 30,Monthly,6.6,4.0 - 9.2,716,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 29 – September 25,Monthly,7.8,6.0 - 10.2,1266,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,9.7,6.4 - 14.3,574,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,March 27 – April 30 ,Monthly,0.3,0.0 - 0.6,1113,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,February 27 – March 26 ,Monthly,0.4,0.0 - 0.8,1157,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 30 – February 26,Monthly,1,0.1 - 1.9,1047,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 2 – January 29,Monthly,1.2,0.2 - 2.3,1074,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,May 30 – June 26,Monthly,10.7,7.9 - 14.4,860,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,April 22 – May 29,Monthly,11.6,8.3 - 15.8,722,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,October 31 – November 27,Monthly,2.3,1.2 - 3.5,1219,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,November 28 – December 31,Monthly,3.1,1.6 - 4.7,1110,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,September 26 – October 30,Monthly,4.5,2.2 - 6.8,716,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 29 – September 25,Monthly,5.3,3.8 - 7.3,1266,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,August 1 – August 28,Monthly,5.7,4.2 - 7.6,1804,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,June 27 – July 31,Monthly,8.3,5.2 - 12.9,574,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),April 22 – May 29,Monthly,70.2,64.9 - 74.9,722,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),May 30 – June 26,Monthly,74.8,70.1 - 78.9,860,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),June 27 – July 31,Monthly,77.1,71.2 - 82.1,574,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 1 – August 28,Monthly,81,78.1 - 83.7,1804,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),August 29 – September 25,Monthly,85.2,82.2 - 87.7,1266,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),September 26 – October 30,Monthly,88.1,84.7 - 91.5,716,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),October 31 – November 27,Monthly,90.3,88.0 - 92.6,1219,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),November 28 – December 31,Monthly,90.9,88.1 - 93.6,1110,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 2 – January 29,Monthly,97.8,96.5 - 99.2,1074,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),January 30 – February 26,Monthly,98.6,97.6 - 99.6,1047,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),February 27 – March 26 ,Monthly,98.9,98.4 - 99.5,1157,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Vaccinated (≥1 dose),March 27 – April 30 ,Monthly,98.9,98.4 - 99.5,1113,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,February 27 – March 26 ,Monthly,0,0.0 - 0.0,1157,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,March 27 – April 30 ,Monthly,0,0.0 - 0.0,1113,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 30 – February 26,Monthly,0,0.0 - 0.0,1047,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,January 2 – January 29,Monthly,0.2,0.0 - 0.4,1074,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,November 28 – December 31,Monthly,0.5,0.0 - 1.3,1110,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,September 26 – October 30,Monthly,0.8,0.0 - 1.7,716,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,October 31 – November 27,Monthly,1.4,0.3 - 2.4,1219,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 29 – September 25,Monthly,1.7,0.9 - 3.2,1266,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,August 1 – August 28,Monthly,2.9,1.8 - 4.4,1804,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,May 30 – June 26,Monthly,3.5,2.0 - 6.1,860,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,June 27 – July 31,Monthly,4.9,2.6 - 9.0,574,0
Jurisdictional Estimates,Rhode Island,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Definitely Will Get Vaccinated,April 22 – May 29,Monthly,6.7,4.5 - 10.0,722,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,April 22 – May 29,Monthly,12,10.0 - 14.5,2324,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,May 30 – June 26,Monthly,12,9.6 - 14.8,1771,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 2 – January 29,Monthly,3.7,2.6 - 4.7,2347,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,February 27 – March 26 ,Monthly,3.9,2.7 - 5.1,1607,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,March 27 – April 30 ,Monthly,4.1,3.0 - 5.2,2077,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,January 30 – February 26,Monthly,5.4,3.8 - 7.0,1590,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,November 28 – December 31,Monthly,6.1,4.4 - 7.9,2198,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,October 31 – November 27,Monthly,6.2,4.5 - 7.9,1624,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 29 – September 25,Monthly,8.1,6.6 - 10.0,2499,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,September 26 – October 30,Monthly,8.1,6.3 - 9.8,2472,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,June 27 – July 31,Monthly,9.5,7.9 - 11.5,2853,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably or Definitely Will Not Get Vaccinated,August 1 – August 28,Monthly,9.9,8.0 - 12.1,2322,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,January 2 – January 29,Monthly,1.5,0.8 - 2.1,2347,0
Jurisdictional Estimates,California,All Adults 18+,Overall,Vaccination and intent 4 level grouping,Probably Will Get Vaccinated or Are Unsure,May 30 – June 26,Monthly,10.2,8.1 - 12.9,1771,0
